"Age","rectal_temperature","pulse","respiratory_rate","temperature_of_extremities","peripheral_pulse","mucous_membranes","capillary_refill_time","pain","peristalsis","abdominal_distension","nasogastric_tube","nasogastric_reflux","nasogastric_reflux_PH","rectal_examination_-_feces","abdomen","packed_cell_volume","total_protein","abdominocentesis_appearance","abdomcentesis_total_protein","outcome","surgical_lesion"
1,40.1028630065106,114.51427041779843,35.48572958220157,3.085711736299738,3,1.4285586814986893,2,2.2571352088992134,3.085711736299738,3.085711736299738,2,1.085711736299738,6.828576527400524,1.2571352088992134,5,57,7.791437749320943,3,4.448572958220157,"2",1
1,37.2989590741694,89.96877222508225,40,3,2.0052046291529595,6,1.9947953708470405,4.984386112541122,4,3.0052046291529595,2.0052046291529595,2,4.984386112541122,1.015613887458878,5,65.05204629152959,50.16134350374174,2.9947953708470405,2.0052046291529595,"2",1.0052046291529595
1,37.79418846710018,75.07471970871202,34.04981313914135,3,3,4.5124532847853365,1.4958489050715544,3.4875467152146635,4,4,2.504151094928446,2,3.4875467152146635,3.504151094928446,5,60.12453284785337,45.00136949180515,2,3,"2",2
1,37.93449639760862,44.65503602391381,13.31007204782762,2.1637590059784526,1,3.1637590059784526,1,2.672481988043095,3.508722982064642,3,1.1637590059784526,1.8362409940215474,6.254361491032321,1,3.508722982064642,33.65503602391381,6.336240994021548,2,3,"2",1
1,38,41.99397047249284,14.006029527507156,2,1.501507381876789,3,1,3,3.498492618123211,2.498492618123211,1.501507381876789,2,5.747738927184816,2.003014763753578,4,41.525625491905416,6.750753690938395,2,3.45135664368911,"2",1
1,38.8029133343583,72,27.705753850884474,3.617625641814079,3,6,2,4.3823743581859205,3.617625641814079,2.764748716371842,1,2.235251283628158,4.3823743581859205,3.617625641814079,4,72.32337949269855,17.80553539738808,2.617625641814079,3.8029133343583026,"2",1
1,38.89534306822667,72,28.132352622584662,3.6887254370974434,3,6,2,4.311274562902557,3.6887254370974434,2.6225491258051132,1,2.3774508741948868,4.311274562902557,3.6887254370974434,4,72.82107805968211,18.957352080978584,2.6887254370974434,3.8953430682266763,"2",1
1,37.8886256877364,54.68245873581607,22.227486245272022,1.886256877363989,1.5568715613180055,3,1.5568715613180055,3.4431284386819945,3.5568715613180055,2.6706146839540166,2,2.113743122636011,3.3293853160459834,3,5,48.01184405186205,74.11374312263601,2,2.113743122636011,"2",1
1,37.8,60,24,1,2,3,2,3,4,4,2,3,2,3,5,52,75,2,3,"2",1
1,38.17313907016209,43.087379398610636,23.275080400926242,2.18122989976844,1.8187701002315602,3.18122989976844,1,2.6375402004631203,2.6375402004631203,2.18122989976844,2,1.8187701002315602,5,2.6375402004631203,3.4563103006946805,39.45631030069468,7.95631030069468,2,3,"2",1
1,37.68945365052831,47.23325442404307,20.51116371730462,2.872209070673845,1.1277909293261552,3.872209070673845,1,1.2555818586523102,1.2555818586523102,2.872209070673845,2,1.1277909293261552,5,1.2555818586523102,1.3833727879784652,37.383372787978466,5.883372787978465,2,3,"2",1
1,38,70.86896177938564,21.622987259795213,1.8114936298976065,3,3,1,4.1885063701023935,3,1.4057468149488033,1.4057468149488033,1,5,3,4,44.78275955515359,52.49194903918085,2.5942531850511967,2,"2",1.4057468149488033
1,38,72.1540083979977,22.0513361326659,2.0256680663329494,3,3,1,3.9743319336670506,3,1.5128340331664747,1.5128340331664747,1,5,3,4,44.461497900500575,54.205344530663595,2.4871659668335253,2,"2",1.5128340331664747
1,39.4,120,48,2,2,5,1,3,3,3,1,2,5,4,4,56,64,1,2,"2",2
1,39.4,120,48,2,2,5,1,3,3,3,1,2,5,4,4,56,64,1,2,"2",2
1,37.48961467469753,69.46587159639662,24,2.637981656628089,2,3.637981656628089,2,4.362018343371911,3,3.362018343371911,3,1,5,3.637981656628089,4.362018343371911,44.72403668674382,24,2.637981656628089,3.1913944969884267,"2",1
1,38,60.16006326596668,20.128050612773343,3.935974693613329,2.967987346806664,3.967987346806664,2,5,3.967987346806664,2.064025306386671,2.032012653193336,1,5,3.967987346806664,5,46,24,2,3,"2",1
1,39,86,16,3,3,5,1,3,3,3,2,2,5,3,4,68,5.8,3,6,"2",1
1,39,86,16,3,3,5,1,3,3,3,2,2,5,3,4,68,5.8,3,6,"2",1
1,37.42824773940427,104,34.0839447185409,2.18321105629182,2.18321105629182,5.81678894370818,2,2.81678894370818,3.18321105629182,2.18321105629182,2,2.18321105629182,5,3.18321105629182,4,73.08394471854089,7.619853267550185,2,3.073284422516728,"2",1.8167889437081797
1,38.49389453475601,66.4640153585434,28.02442186097597,3,3,3.024421860975968,2,4.963367208536047,4,3.987789069512016,2,2.012210930487984,5,3.012210930487984,4.987789069512016,45.293062331711624,8.402442186097597,2,3.0048843721951934,"2",1.987789069512016
1,38,72,30,2.5558745059397867,3.1117490118795734,4.667623517819361,1,3.5558745059397867,3,3.1117490118795734,2,2,5,3,4,46,24,2,3,"2",1.4441254940602133
1,38,72,30,2.000851298579194,2.0017025971583884,3.002553895737582,1,3.000851298579194,3,2.0017025971583884,2,2,5,3,4,46,24,2,3,"2",1.9991487014208058
1,38,66.75984308122123,18.133856395929225,2,2,3.5866143604070775,1.4133856395929225,4.4133856395929225,3,2.826771279185845,2.4133856395929225,1,4.589369947715046,3,4.4133856395929225,46,24,2,2.8826771279185843,"2",1
1,38,66.28457391351209,19.71808695495971,2,2,3.428191304504029,1.571808695495971,4.571808695495971,3,3.143617390991942,2.571808695495971,1,4.700266086847179,3,4.571808695495971,46,24,2,2.9143617390991943,"2",1
1,38.076962699096455,96.61570159277166,30,3,3,3.3078507963858277,2,4.846074601807087,3.846074601807086,4,2,1,5,4,5,57.84504442529921,24,2,3,"2",1.1539253981929138
1,38.43563983351636,99.48511866813088,30,3,3,4.742559334065438,2,4.128720332967281,3.128720332967281,4,1.8712796670327192,1.1287203329672808,5,4,5,47.80208466154193,24,2,3,"2",1.8712796670327192
1,36.35985138686906,87.54808454457554,30,3,2.7740422722877733,3.2259577277122267,1.1129788638561133,3.1129788638561133,3,2.1129788638561133,2,3,5.16946829578417,3.1129788638561133,4,45.22595772771223,7.056489431928057,3,4.596638045058996,"2",1
1,38.439593731459944,76.87312833721057,29.208125370801177,3,1.7918746291988246,4.208125370801175,2,4.395937314599412,3.3959373145994123,3.3959373145994123,2,2.6040626854005877,5.906094028100881,3.6040626854005877,4.395937314599412,46.20812537080118,7.856343583139471,2.6040626854005877,3,"2",1.3959373145994123
1,38,72,24,3,3,6,2,5,3,4,1,1,5,3,4,68,7.8,2,3,"2",1
1,37.953571754392385,72,24.557138947291403,3.092856491215234,3,5.814287017569532,1.907143508784766,4.907143508784766,3.092856491215234,3.907143508784766,1.092856491215234,1,5,3,4.092856491215234,67.25714807027813,7.707143508784766,2,3,"2",1
1,38.258107382986104,63.097288595833234,37.675704680555896,3,3,3.483785234027795,2,4.516214765972205,3.516214765972205,4,2,2,5,3,4.516214765972205,51.28920804236134,8.012971812777764,2,3,"2",1.516214765972205
1,38.42646097134012,65.11753165608141,30.94156114639532,3,3,3.147078057319766,2,4.852921942680234,3.852921942680234,4,2,2,5,3,4.852921942680234,46.91201474515696,8.282337554144188,2,3,"2",1.8529219426802341
1,38.34239877781593,56.84797555631853,21.576012221840735,1,1,5,1.6059969445398161,2.7880061109203678,2.3940030554601837,1,2,1.7880061109203678,5.788006110920367,1.6059969445398161,3.3940030554601837,59.45397250085834,7.5,2,2.418200916638055,"2",1.6059969445398161
1,38.1073590959896,67.85281808020795,16.85887276791682,2.57056361604159,3.355845424062385,5,2,2,2.785281808020795,1.785281808020795,2,1,5,3.57056361604159,4.57056361604159,60.64415457593761,7.5,2,2.8496972656145565,"2",1.214718191979205
1,38.23096417088106,97.79357219412624,35.77580347573422,2.775803475734219,2.775803475734219,3.6725895727973428,2,2.224196524265781,3.775803475734219,2,1.224196524265781,2,5,3.775803475734219,4.775803475734219,70.89678609706313,8.25338382330764,2,3,"2",1.224196524265781
1,38.099333956254,98.67110695830664,35.666111630211674,2.6661116302116703,2.6661116302116703,4.001665109364989,2,2.3338883697883297,3.6661116302116703,2,1.3338883697883297,2,5,3.6661116302116703,4.66611163021167,71.33555347915332,8.132722793232837,2,3,"2",1.3338883697883297
1,37.78297542749792,86.59752047708507,30,1.5975204770850713,1.5975204770850713,3,1,3.7012397614574644,3.7012397614574644,2.7012397614574644,2,1.5975204770850713,5,3,4.701239761457464,45,7.280495904582986,1.5975204770850713,3.81826433395955,"2",1
1,37.00872055538564,87.24273287051196,30,2.242732870511963,2.242732870511963,3,1,3.3786335647440184,3.3786335647440184,2.3786335647440184,2,2.242732870511963,5,3,4.378633564744018,45,7.151453425897608,2.242732870511963,4.269913009358374,"2",1
1,38.030025933234825,57.54046679822679,33.63968880118214,2.5300259332348216,2.5300259332348216,3,1.5300259332348216,4.060051866469643,3.5300259332348216,3.0600518664696432,1.5300259332348216,1.5300259332348216,5,3,5,43.120103732939285,30.300791511257312,2.4699740667651784,2.5300259332348216,"2",1.5300259332348216
1,37.5,48,40,2,2,3,1,3,3,2,1,1,5,3,5,41,55,3,2,"2",1
1,38.5,100,30,3,3,5,2,4,3,4,2,1,5,4,5,46,24,2,3,"2",2
1,38.5,100,30,3,3,5,2,4,3,4,2,1,5,4,5,46,24,2,3,"2",2
1,38,72,30,2.984666613942241,2.984666613942241,3,1.9846666139422409,4.969333227884482,3,2.984666613942241,2.984666613942241,2,5,3.984666613942241,4.984666613942241,45.98466661394224,5.942933480961726,2,3,"2",1
1,38,72,30,2.566742955440519,2.566742955440519,3,2.1334859108810376,4.133485910881038,3,2.566742955440519,2.566742955440519,2,5,3.566742955440519,4.566742955440519,45.56674295544052,7.1131197247665465,2,3,"2",1
1,37.44078672963288,85.94735274075933,59.47352740759334,3,3,5.513161814810166,1.4868381851898334,2.4868381851898334,3.5131618148101666,3.5131618148101666,2.5131618148101666,2.4868381851898334,3.4605145555695,4,5,69.64477996291183,84.89470548151867,2,3,"2",1.5131618148101666
1,37.927063892044025,108.33022272704363,73.64680539779887,3.6353194602201135,2.3646805397798865,4.3646805397798865,2,2.3646805397798865,3.6353194602201135,2.3646805397798865,2,2.3646805397798865,5,3.3646805397798865,5,58.28212485801898,73.75233295471728,2,3,"2",1.6353194602201133
1,37.9,68,20,2,1,2,1,2,4,2,2,2,5,1,5,45,4,3,2.8,"2",1
1,37.930502428209856,69.22009712839416,20,2.61004856419708,1.61004856419708,2.30502428209854,1,2.91507284629562,4,2.30502428209854,2,2,5,1.9150728462956201,4.69497571790146,47.44019425678832,4.5795461359872265,3,2.861004856419708,"2",1
1,36.41693178395387,87.66638759583803,28.99916278751411,3.1668062020809824,3,3.1668062020809824,1,2.8331937979190176,3.1668062020809824,2.3336124041619644,1.8331937979190178,2.6663875958380356,5,3.1668062020809824,4.166806202080982,45,6.749790696878527,2.6663875958380356,5.684072871029206,"2",1
1,38.08854877333996,86,25.062585280079492,3.4687073599602543,2.645804906640169,3.8229024533200846,1,2.354195093359831,4,3.8229024533200846,1.1770975466799154,1,5,3.8229024533200846,5,45,5.836485338691839,1,8.913446437244568,"2",1
1,38.2988493906279,52.92521039081362,32.023012187441964,1.9942469531395093,2.4971234765697545,2.4971234765697545,1.4971234765697545,3.491370429709264,2.994246953139509,2.994246953139509,2,2,5,3,4.4971234765697545,45.502876523430245,16.244873765511826,2,3,"2",1.4971234765697545
1,38.06742933269443,41.302826692222695,35.51143999041649,1.0814266682639184,2,2.0814266682639184,1,2.0814266682639184,2.0814266682639184,2,2,2,5,3,4,46,24,2,3,"2",1
1,38.95457337849005,89.22713310754976,56.4660836155628,3.8466083615562803,3.5398250846688404,3.1533916384437197,1.8466083615562803,5,3.8466083615562803,2.1533916384437197,2,2.1533916384437197,4.92330418077814,3.1533916384437197,4,45.84660836155628,21.36166381876802,2,2.1533916384437197,"2",1.8466083615562803
1,37.98646208168563,94.06768959157186,50.41538801053516,3.241538801053516,1.724616403160549,3.758461198946484,1.2415388010535162,5,3.241538801053516,2.758461198946484,2,2.758461198946484,4.6207694005267586,3.758461198946484,4,45.241538801053515,10.954467378120482,2,2.758461198946484,"2",1.2415388010535162
1,38.67351993852287,120,24.38733384564273,4,3,4.561266615435727,2,3.3162001536928187,3.438733384564273,3.438733384564273,1,2.122533230871454,5,3.438733384564273,4.438733384564273,60,7.790913215502172,3,3,"2",1
1,38.94945677754441,100.67237998199734,22.863351113778172,3.6420811107777284,3,4.284162221555457,2,3.0737566676668147,3.3579188892222716,3.3579188892222716,1.3579188892222716,2.6420811107777284,5,3,4.3579188892222716,54.631216661665924,8.656832444311092,2.6420811107777284,3,"2",1.3579188892222716
1,37.47816787389158,91.52715320478501,37.45474465869165,3,2.254525534130835,5.236423397607496,2,5,4,3.254525534130835,1.7454744658691652,2,5,1.763576602392504,5,63.727372329345826,43.382336112598296,2.745474465869165,2.254525534130835,"2",1
1,37.86873688278231,94.8748875667055,31.87518738882418,3,2.812481261117582,3.562556216647254,2,5,4,3.812481261117582,1.1875187388824182,2,5,3.437443783352746,5,60.93759369441209,28.87548721094287,2.187518738882418,2.812481261117582,"2",1
1,38.89725961292755,90.39269230114013,28.80365384942994,3,3,6,1.4018269247149688,5,3.598173075285031,1.803653849429938,1.5981730752850312,3,5,4,4.401826924714969,68.38355767756528,6.440182692471497,2.401826924714969,3.3589038451710187,"2",1.5981730752850312
1,38.9664051512166,78.12653393163161,28,3,3,4.399215453649801,1.5335948487833997,5,4,2.600784546350199,2,2.4664051512166,5,3.4664051512166,4.5335948487834,57.592939082848204,7.4671896975668,2,3.27984309072996,"2",2
1,37.91378095514233,52,24,1,2.2414602990511385,3.7585397009488615,1,4,3.6207301495255693,1,2,3,6.19305080561676,1.6207301495255693,4.620730149525569,50.27561910284658,6.9413428654269875,1.3792698504744307,3.2828031644781266,"2",1
1,38.1,52,24,1,1,5,1,4,3,1,2,3,7,1,4,54,7.5,2,2.6,"2",1
1,36.53120514247009,87.25007801309549,30,3,2.625039006547744,3.374960993452256,1.187480496726128,3.187480496726128,3,2.187480496726128,2,3,5.281220745089192,3.187480496726128,4,45.374960993452255,7.093740248363064,3,4.462535105892969,"2",1
1,37.839260147849956,72.05678197804207,28.55061654345837,3,3,3,1.7246917282708147,4.4493834565416295,3.7246917282708147,3.4493834565416295,2,2.2753082717291853,5,3,4.724691728270814,45,8.014568419579142,2.2753082717291853,3.495554889112533,"2",1.7246917282708147
1,37.787115546483,71.04294817839,26.171792713560034,2,1,1.9570518216099917,1,3.4355777324149877,1.9570518216099917,1.4785259108049957,1.4785259108049957,1.4785259108049957,5,1.9570518216099917,4.478525910804996,35.478525910805,65,2,2.4785259108049957,"2",1
1,37.86391620022004,70.78694599926652,25.14778399706611,2,1,2.2130540007334725,1,3.8195810011002087,2.2130540007334725,1.6065270003667362,1.6065270003667362,1.6065270003667362,5,2.2130540007334725,4.606527000366736,35.60652700036674,65,2,2.6065270003667362,"2",1
1,38,99.14172706282999,30,3.085827293717001,2.085827293717001,4,2,5,4,2.171654587434002,2,2,5,2.171654587434002,4.085827293717001,58.656690825131996,6.2828345412566,2,3,"2",1
1,38,89.4803388705139,30,3.740169435256949,3,4.519661129486102,2,5,3.740169435256949,3.740169435256949,1.740169435256949,2.259830564743051,5,4,5,57.07864451794441,6.20393222589722,2.259830564743051,3,"2",1
1,38.27940873389714,41.588174677942966,24.549100429409382,1.9313624463238273,1.9313624463238273,3.0686375536761727,1,3.1372751073523455,3,2.0686375536761727,2,2.0686375536761727,4.931362446323828,3,4,40.068637553676176,8.321542360441951,2,3,"2",1
1,38.33426157474018,56.055694484411106,29.32590740207852,2.3370462989607406,2.3370462989607406,3.3314768505196297,1.6685231494803703,5,3.6685231494803703,3.6685231494803703,2,2.3314768505196297,4.66852314948037,3,4.66852314948037,43.67409259792148,7.571307873700926,2,3,"2",1.6685231494803703
1,38.1824384434136,97.45950754730882,30,3,3,3.729753773654407,2,4.635123113172797,3.6351231131727966,4,2,1,5,4,5,54.891723584419154,24,2,3,"2",1.3648768868272034
1,38,96,30,3,3,3,2,5,4,4,2,1,5,4,5,60,24,2,3,"2",1
1,38.1,88,24,3,3,4,1,5,4,3,2,1,5,3,4,41,4.6,2,3,"2",1
1,38.1,88,24,3,3,4,1,5,4,3,2,1,5,3,4,41,4.6,2,3,"2",1
1,38.63892758396596,71.90442231855337,31.994168039021396,3.1736594799574522,3.1736594799574522,3.520978439872356,1.826340520042548,4.479021560127644,4,3.479021560127644,1.826340520042548,2.1736594799574522,4.479021560127644,3,4.826340520042548,48.64684907910649,9.198833607804279,2.1736594799574522,2.8263405200425478,"2",1.826340520042548
1,37.47870504677781,103.64258990644437,36.429640374222494,2.1787050467778117,2.1787050467778117,6,1.9106474766110941,2.910647476611094,3.089352523388906,1.9106474766110941,1.9106474766110941,2.089352523388906,4.731942429833283,3,4,73.28517981288876,7.900374130977872,2.089352523388906,2.910647476611094,"2",1.9106474766110941
1,36.73029026299747,42.86860175331646,18.52116105198988,2.8262796493367075,2.8262796493367075,2.2605805259949383,1,1.2605805259949383,3.9131398246683538,1,1.0868601753316462,1.1737203506632923,5.1737203506632925,2.8262796493367075,4.913139824668354,52.173720350663295,7.134744070132658,2,2.9652559298673418,"2",1
1,37.87619344889815,58.120338301871385,24.716807625779744,3,3,2.6716807625779744,1.6716807625779744,3.686723050311898,4,3.0150422877339236,1.6716807625779744,1.6716807625779744,5,3,5,47.298234661954176,7.973184991351367,2,3,"2",1.6716807625779744
6.373770846144704,38.70151640673043,104.9598386345491,33.3737708461447,3,1.656557288463824,2.328278644231912,1.3282786442319119,2.984835932695736,3.328278644231912,4,1.3282786442319119,1.3282786442319119,5,3.671721355768088,4.328278644231912,48.35860677884044,7.862622915385529,2.671721355768088,3,"2",1.3282786442319119
9,38.8,124,36,3,1,2,1,2,3,4,1,1,5,4,4,50,7.6,3,3,"2",1
9,39.01069811317742,163.9836792481451,90.3209433953226,1.5267452829435497,2,2.0534905658870994,1,3.4732547170564505,2.0534905658870994,2.4732547170564505,2,2,5,2.5267452829435495,4,39.847688678266145,14.203627356931477,2,3,"2",1
9,38.954788282961964,169.29511311861367,88.64364848885884,1.3869707074049034,2,1.7739414148098067,1,3.6130292925950966,1.7739414148098067,2.6130292925950966,2,2,5,2.3869707074049034,4,38.03061919626374,11.3102936432815,2,3,"2",1
1,37.85063651321796,70.83121162260682,25.324846490427248,2,1,2.1687883773931884,1,3.753182566089783,2.1687883773931884,1.5843941886965942,1.5843941886965942,1.5843941886965942,5,2.1687883773931884,4.584394188696594,35.58439418869659,65,2,2.584394188696594,"2",1
1,37.86867399869863,76.42408798438359,25.57591201561641,2.7373479973972654,2.474695994794531,2.474695994794531,1,2.7373479973972654,2.474695994794531,1.7373479973972654,1.7373479973972654,1,5,2.474695994794531,4,40.89878397917812,62.787956007808205,2,2,"2",1.7373479973972654
1,38.7,96,28,3,3,4,1,3,4,2,2,3,7.5,3,4,64,9,2,3,"2",1
1,38.7,96,28,3,3,4,1,3,4,2,2,3,7.5,3,4,64,9,2,3,"2",1
1,39.34121195379513,78.1422654577047,43.535566364426174,3,3,2.535566364426173,1,2,3,2.535566364426173,2,1.7677831822130865,6.535566364426173,3,1.696650453360741,54,6.708995136008222,3,3,"2",1
1,40.8,72,42,3,3,1,1,2,3,1,2,1,5,3,4,54,7.4,3,3,"2",1
1,37.18807509515918,74.70641634946941,35.41283269893882,2.0978612168435298,2.0978612168435298,3,2.0978612168435298,4.09786121684353,3.9021387831564702,2.0978612168435298,2.0978612168435298,2.9021387831564702,5,4,4.09786121684353,47.80427756631294,7.253208174734706,2.9021387831564702,3.1804277566312944,"2",1
1,37.28043922667509,74.39853591108302,34.797071822166046,2,2,3,1.7995119703610074,3.7995119703610074,3.7995119703610074,2,2,2.7995119703610074,5,3.7995119703610074,4,47.39853591108302,7.660634438530691,2.7995119703610074,3.1599023940722017,"2",1
1,38.11029400821196,58.20588016423923,59.176479343043056,3,1.4411760328478471,1.4411760328478471,1.2205880164239236,3.441176032847847,3.220588016423924,1.6617640492717707,2,1.2205880164239236,5,1.4411760328478471,4.220588016423924,41.102940082119616,6.529411239417417,2,3,"2",1.2205880164239236
1,38,58.548305676953866,55.258471615230654,3,2.2741528384769345,2.9112292577154015,1.6370764192384673,3.6370764192384675,3,2.9112292577154015,2,1.6370764192384673,5,2.2741528384769345,4,51.46737554629241,7.019322270781547,2,3,"2",1
1,37.520281001927536,59.83775198457971,50.730116069391315,3,2.9188759922898537,1,1,3,3,1.9594379961449269,2,1.9594379961449269,3.5608430057826097,2.9188759922898537,4,35.20281001927537,6.479718998072464,2,3,"2",1
1,37.801769685321894,60,37.92921258712437,3,2.3964606293562185,2.207078741287563,1,3,3.6035393706437815,2,2,1.3964606293562185,4.405309055965672,3,4,40.43185433579403,7.586370867158807,2,3,"2",1
1,38.18903489497852,86.99014458895002,28,3,3,3,1.6112936187231477,5,3.6112936187231477,3.6112936187231477,1.6112936187231477,1.6112936187231477,5,3,4.611293618723147,52.77412762553705,7.855811066212407,2.3887063812768523,3,"2",1.6112936187231477
1,38.175291639701875,87.91781432012331,28,3,3,3,1.5941145496273461,5,3.594114549627346,3.594114549627346,1.5941145496273461,1.5941145496273461,5,3,4.594114549627346,53.11770900745308,7.8317603694782845,2.405885450372654,3,"2",1.5941145496273461
1,38,75.86029827174688,30,2,2.9650745679367194,3,1,3,3.9650745679367194,3.9301491358734393,2,2,5,3,4.965074567936719,46,24,2,3,"2",1.0349254320632804
1,38,76,30,2,3,3,1,3,4,4,2,2,5,3,5,46,24,2,3,"2",1
8.345861331574163,38.77546979993403,143.13154398152872,48.20111866182895,1.163534667106459,3,5.754697999340311,2,5,3.0817673335532296,2.1635346671064593,1.0817673335532296,1.0817673335532296,5,3,4.08176733355323,49.591163332233855,6.379888133817105,2,3,"2",1.0817673335532296
9,38.64218811130126,146.84376222602515,49.54910888943217,1.450891110567834,3,5.323663334148249,1.774554444716083,5,2.549108889432166,2.225445555283917,1.225445555283917,1.225445555283917,4.86473266682965,2.774554444716083,4,46.16742556017341,5.9069207781309085,2,2.9774554444716084,"2",1
1,37.36310581433004,39.184470928349825,19.184470928349825,2.203882267912544,1.7961177320874562,2.5922354641749124,1,3.203882267912544,2.796117732087456,2,2.203882267912544,2.203882267912544,4.3883531962623685,3.796117732087456,1.611646803737631,36.20388226791254,64.65046948286307,1.2038822679125438,1,"2",2
1,37.870073745287854,51.59115056545714,21.197050188485715,1.7007374528785713,1.6496312735607144,2.2992625471214287,1.6496312735607144,3.3503687264392856,3.2992625471214287,3.2992625471214287,2.3503687264392856,3,2,3,4.649631273560715,46.744469103410715,75,2,2.2992625471214287,"2",1.3503687264392856
1,38.72748643645741,67.81989149165926,28.303315248609877,3,3,3.303315248609877,1.8483423756950614,4.545027127085184,3.8483423756950614,3.5450271270851843,1.8483423756950614,1.8483423756950614,5,3.1516576243049386,4.393369502780246,48.18481011040371,8.111850513820617,2,3,"2",1.8483423756950614
1,38.802351598611416,68.41881278889134,28.403135464815225,3,3,3.403135464815224,1.798432267592388,4.395296802777164,3.7984322675923883,3.395296802777164,1.798432267592388,1.798432267592388,5,3.2015677324076117,4.193729070369552,49.232922380559856,8.017021308425537,2,3,"2",1.798432267592388
1,38,70.66990967158,17.339819343160013,3.3349548357900027,3.6650451642099973,4.3300903284199945,1.6650451642099973,3.0048645073700087,3.3349548357900027,2.3349548357900027,2,1.3349548357900027,5,4,4.665045164209997,57.65531614946998,6.9640722627359954,2.3349548357900027,3,"2",1
1,38,70,16,3,4,5,2,2,3,2,2,1,5,4,5,60,7.5,2,3,"2",1
1,37.9222431358553,79.20587118045039,14.794128819549616,3,1.349266102443702,1.349266102443702,2,4.174633051221851,3.174633051221851,3.174633051221851,1.174633051221851,2.825366948778149,5,3,4.174633051221851,49.12683474389075,7.244486271710591,2,3,"2",1.174633051221851
1,38.12543336110824,74.56152317466865,19.43847682533135,3,1.9298096031664187,1.9298096031664187,2,4.464904801583209,3.4649048015832093,3.4649048015832093,1.4649048015832093,2.5350951984167907,5,3,4.464904801583209,47.67547599208395,7.650866722216493,2,3,"2",1.4649048015832093
1,38.83318139174074,77.66134871092596,41.32725566962968,3,3,3,1.1670465206481453,2.501139561944436,3.167046520648145,3.167046520648145,2,2,6.66590695870371,3,1.6681860825925812,52.49658131416669,6.817388389231476,2.832953479351855,3,"2",1.1670465206481453
1,38.9,80,44,3,3,3,1.527653884161922,2,3,3,2,2,7,3,1,54,6.5,3,3,"2",1
1,38.038500591837085,64.26916568027153,23.461668639456942,1,1.2691656802715292,2.8654171598642355,1,4,3.8654171598642355,3,1.8654171598642355,1.1345828401357645,5,3.596251479592706,4.1345828401357645,43.65417159864235,7.419250295918541,1.1345828401357645,2.1345828401357645,"2",1
1,37.0797682414036,66.17726275867466,20,1.0886313793373292,2.8227372413253415,2,1,3.8227372413253415,3.088631379337329,2.911368620662671,1.0886313793373292,2,5,1,5,35.88631379337329,6.642968999921745,2.088631379337329,2.982273724132534,"2",1
1,37.687116550375805,81.12883449624196,21.91411033583869,2.4785275839596723,2.4785275839596723,3,1,2.4785275839596723,3,2.5214724160403277,2,1.5214724160403277,5,3,4,36.74233100751607,61.478527583959675,2,1.4785275839596723,"2",2
1,37.80070204327496,75.6084245192995,26.391575480700492,2.601404086549918,2.202808173099836,2.202808173099836,1,2.601404086549918,2.202808173099836,1.601404086549918,1.601404086549918,1,5,2.202808173099836,4,39.811232692399344,63.19578774035025,2,2,"2",1.601404086549918
1,38.273636831161596,90.4472222345479,47.01450618242614,3.452726337676813,2.547273662323187,3.452726337676813,2,3.6418209869695617,4,3.094547324646374,2,2,5,3,5,49.527263376768126,34.0243107125076,2,3,"2",2
1,38,120,70,4,2,4,2,2,4,2,2,2,5,3,5,55,65,2,3,"2",2
1,37.49626247721439,72,26.221968579107866,2.6296719034820226,2,3.6296719034820226,1.6296719034820226,3.6296719034820226,3,2.6296719034820226,2.6296719034820226,1.3703280965179774,5,3.6296719034820226,4,44.74065619303595,24,2.6296719034820226,3.1889015710446067,"2",1.3703280965179774
1,38.3523515652665,66.68145431415462,27.545697123896925,3,2.886424280974231,3.113575719025769,2,4.886424280974231,3.886424280974231,3.886424280974231,2.113575719025769,1.8864242809742309,5,3.113575719025769,4.886424280974231,44.88642428097423,10.171781216801998,2.113575719025769,3.0340727157077305,"2",1.8864242809742309
1,38.04634955188277,73.31123892451865,30,3.781460179246892,3,4.218539820753108,1,3.5629203584937845,3.781460179246892,2.5629203584937845,1.7814601792468923,1,5,3.218539820753108,4.125840716987569,61.31123892451865,6.734438053774068,2,3,"2",1
1,37.944266741798735,72,24.668799098415164,3.111466516402528,3,5.777066967194944,1.8885334835974723,4.888533483597472,3.111466516402528,3.888533483597472,1.1114665164025277,1,5,3,4.111466516402528,67.10826786877978,7.688533483597472,2,3,"2",1
1,37.2,40,20,2,2,3,1,3,3,2,2,2,5,4,1,36,62,1,1,"2",2
1,37.56794054848877,47.358810969775334,22.264249529161642,2.2830311911452053,2.2830311911452053,3,1.2830311911452053,3.5660623822904105,3.2830311911452053,2.5660623822904105,2,2,5,3.7169688088547947,2.132124764580821,38.547280720306844,46.829528154616995,1.2830311911452053,1.5660623822904105,"2",2
1,37.97962292473909,40,24,1,1,1.3981146236954434,1,2.1990573118477217,3,1,2,2,5,2.6018853763045566,2.6018853763045566,38.60659881706595,5.899057311847722,2,3,"1",1.1990573118477217
1,38.197599051337825,40,22.361584821405263,1,1,2.5903962053513157,1,2.5903962053513157,2.5903962053513157,1,2,2,5,1,1,33.81920758929737,6.720480189732434,2,3,"1",2
1,38,72,30,2,1.790775872025271,3,1,2.790775872025271,3,2,2,1.790775872025271,5,3,3.790775872025271,46,24,2,3,"1",1.209224127974729
